15-19201,http://tshop.r10s.jp/kys/cabinet/ske01/h1-tan.jpg?fitin=700:700,52356.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1100×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>",【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562[rn]
15-19268,http://tshop.r10s.jp/kys/cabinet/ske01/fcr-6dt.jpg?fitin=700:700,31548.8000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【直送品】サカエ SAKAE フレシスラックケース FCR-6DT,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー名】<br>●（株）サカエ<br><br>【特長】<br>●小物の管理に最適<br><br>【仕様】<br>●外寸:W450×D300×H560mm<br>●カラー:アイボリー<br>●質量:20kg<br>●セット内容(付属品):透明ボックス=FB-1T:16個、FB-2T:6個付<br>●完成品:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>",【直送品】サカエ SAKAE フレシスラックケース FCR-6DT：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS【直送品】サカエ SAKAE フレシスラックケース FCR-6DT,【直送品】サカエ SAKAE フレシスラックケース FCR-6DT[rn]
15-19269,http://tshop.r10s.jp/kys/cabinet/ske01/cspra-2224i.jpg?fitin=700:700,38352.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【直送品】サカエ SAKAE CSパールラック CSPRA-2214I,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー名】<br>●（株）サカエ<br><br>【特長】<br>●ダブルテーパーで簡単に棚板を皿型・フラット型に変更可能です。<br><br>【仕様】<br>●外寸:W1500×D450×H1500mm<br>●段数:4段<br>●カラー:アイボリー<br>●質量:46kg<br>●アジャスター:樹脂製 ネジ径:M12 P=1.75<br>●耐震固定金具を使用できます(別途オプション購入が必要)<br>●均等耐荷重(棚1連当り):750kg<br>●棚板は50mmピッチで段換え可能。<br>●実用新案登録:第2022234号<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>",【直送品】サカエ SAKAE CSパールラック CSPRA-2214I：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS【直送品】サカエ SAKAE CSパールラック CSPRA-2214I,【直送品】サカエ SAKAE CSパールラック CSPRA-2214I[rn]
15-19270,http://tshop.r10s.jp/kys/cabinet/ske01/e-karcd.jpg?fitin=700:700,12555.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【直送品】サカエ SAKAE 危険物保管ロッカー用オプション・キャスターベース E-ARCD,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●外寸:W906×D457×H128mm<br>●カラー:レッド<br>●キャスター:75φゴム車<br>●適合機種:KU-AR、KU-AR1<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>",【直送品】サカエ SAKAE 危険物保管ロッカー用オプション・キャスターベース E-ARCD：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS【直送品】サカエ SAKAE 危険物保管ロッカー用オプション・キャスターベース E-ARCD,【直送品】サカエ SAKAE 危険物保管ロッカー用オプション・キャスターベース E-ARCD[rn]
15-19271,http://tshop.r10s.jp/kys/cabinet/ske02/spr-3325mi.jpg?fitin=700:700,79580.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【直送品】サカエ SAKAE スーパーラック SPR-3315MI,,"<p><img src=""http://image.rakuten.co.jp/kys/cabinet/index/sp_explanation.jpg"" width=""100%""></p>
<p>【メーカー名】<br>●（株）サカエ<br><br>【特長】<br>●横揺れ強度大幅アップ!地震に強い!<br><br>【仕様】<br>●外寸:W1800×D450×H1800mm<br>●段数:5段<br>●カラー:アイボリー<br>●質量:95kg<br>●アジャスター:樹脂製 ネジ径:M12 P=1.75<br>●耐震固定金具を使用できます。(別途オプション購入が必要)<br>●均等耐荷重(棚1連当り):1000kg<br>●棚板は50mmピッチで段換え可能。<br>●特許登録:第3437988号、第4156580号<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>",【直送品】サカエ SAKAE スーパーラック SPR-3315MI：KanamonoYaSan  ＫＹＳ,工具電動工具作業工具機械工具大工パナソニック日立ボッシュレーザー金物充電工具測定インパクトドライバタスコジャパン真空ポンプ空調工具マキタKYS【直送品】サカエ SAKAE スーパーラック SPR-3315MI,【直送品】サカエ SAKAE スーパーラック SPR-3315MI[rn]
15-19272,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,44232.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5562R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1100×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5562R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5562R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5562R[rn]
15-19273,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,60744.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1000×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552[rn]
15-19274,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,46394.4000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D900×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532R[rn]
15-19275,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,49767.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D1000×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252R[rn]
15-19276,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,43442.4000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5232R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D900×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5232R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5232R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5232R[rn]
15-19277,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,71652.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7332,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2700×D900×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7332：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7332,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7332[rn]
15-19278,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,48163.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1000×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5552R[rn]
15-19279,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,58663.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5262,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D1100×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5262：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5262,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5262[rn]
15-19280,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,49604.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7252R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D1000×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7252R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7252R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7252R[rn]
15-19281,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,43347.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1000×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552R[rn]
15-19282,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,61872.0000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5562,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1100×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5562：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5562,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5562[rn]
15-19283,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,50896.8000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7352R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2700×D1000×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7352R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7352R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7352R[rn]
15-19284,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,48883.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1100×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7562R[rn]
15-19285,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,63314.4000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D900×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7532[rn]
15-19286,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,48012.8000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7232R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D900×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7232R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7232R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-7232R[rn]
15-19287,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,57220.8000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7362R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2700×D1100×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7362R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7362R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7362R[rn]
15-19288,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,55942.4000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D1000×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):1000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552,【運賃見積り】【直送品】サカエ SAKAE パレットラック H1-5552[rn]
15-19289,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-tan.jpg?fitin=700:700,62348.8000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D1000×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5252[rn]
15-19290,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,54419.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7252R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2500×D1000×H3000mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7252R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7252R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-7252R[rn]
15-19291,http://tshop.r10s.jp/kg-maido/cabinet/ske01/h1-ren.jpg?fitin=700:700,46639.2000,,日用品雑貨・文房具・手芸 > バス用品 > その他,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5532R,,<p>【メーカー名】<br>●（株）サカエ<br><br>【仕様】<br>●寸法:W2300×D900×H2100mm<br>●段数:2段<br>●耐荷重(棚1段当り):2000kg<br>●耐荷重(棚1連当り):7000kg<br>●本体色:グリーン<br>●お客様組立式:○<br><br>※北海道・沖縄・離島は別途運賃が掛かります。<br>※お客様都合による返品・キャンセルは、いかなる場合もお受けできません。予めご了承下さい。<br>※大型商品は車上渡しとなりますので、ご注文の際はご注意下さい。</p>,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5532R：工具屋「まいど！」,工具電動工具作業工具充電工具大工松下日立ボッシュレーザー金物充電工具測定LANタスコジャパン電材【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5532R,【運賃見積り】【直送品】サカエ SAKAE パレットラック H2-5532R[rn]
